Funding Source,Wallet Media Type,Model,Objective,Media Mix,Media Category,Month,Spend,Date,tier,Media Channel
T2,Digital Display,LEAF,In Market,Digital Lifestyle,DIGITAL MEDIA,February,139619.00,2/1/19,T2,Digital T2
T2,Digital Display,LEAF,In Market,Digital Lifestyle,DIGITAL MEDIA,January,111503.00,1/1/19,T2,Digital T2
T2,Digital Display,LEAF,In Market,Digital Lifestyle,DIGITAL MEDIA,March,164132.00,3/1/19,T2,Digital T2
T2,Digital Display,LEAF,In Market,Digital Lifestyle,DIGITAL MEDIA,November,122951.00,11/1/18,T2,Digital T2
T2,Digital Display,LEAF,In Market,Digital Lifestyle,DIGITAL MEDIA,October,185992.00,10/1/18,T2,Digital T2
T2,Digital Display,LEAF,Near Market,Digital Lifestyle,DIGITAL MEDIA,December,235606.00,12/1/18,T2,Digital T2
T2,Digital Display,LEAF,Near Market,Digital Lifestyle,DIGITAL MEDIA,February,176712.00,2/1/19,T2,Digital T2
T2,Digital Display,LEAF,Near Market,Digital Lifestyle,DIGITAL MEDIA,January,201733.00,1/1/19,T2,Digital T2
T2,Digital Display,LEAF,Near Market,Digital Lifestyle,DIGITAL MEDIA,March,251355.00,3/1/19,T2,Digital T2
T2,Digital Display,LEAF,Near Market,Digital Lifestyle,DIGITAL MEDIA,November,260245.00,11/1/18,T2,Digital T2
T2,Digital Display,LEAF,Near Market,Digital Lifestyle,DIGITAL MEDIA,October,185798.00,10/1/18,T2,Digital T2
T2,Digital Display,Maxima,In Market,Digital Lifestyle,DIGITAL MEDIA,December,174615.00,12/1/18,T2,Digital T2
T2,Digital Display,Maxima,In Market,Digital Lifestyle,DIGITAL MEDIA,February,179499.00,2/1/19,T2,Digital T2
T2,Digital Display,Maxima,In Market,Digital Lifestyle,DIGITAL MEDIA,January,142107.00,1/1/19,T2,Digital T2
T2,Digital Display,Maxima,In Market,Digital Lifestyle,DIGITAL MEDIA,March,149574.00,3/1/19,T2,Digital T2
T2,Digital Display,Maxima,In Market,Digital Lifestyle,DIGITAL MEDIA,November,170268.00,11/1/18,T2,Digital T2
T2,Digital Display,Maxima,In Market,Digital Lifestyle,DIGITAL MEDIA,October,200942.00,10/1/18,T2,Digital T2
T2,Digital Display,Maxima,Near Market,Digital Lifestyle,DIGITAL MEDIA,December,113510.00,12/1/18,T2,Digital T2
T2,Digital Display,Maxima,Near Market,Digital Lifestyle,DIGITAL MEDIA,February,89527.00,2/1/19,T2,Digital T2
T2,Digital Display,Maxima,Near Market,Digital Lifestyle,DIGITAL MEDIA,January,117346.00,1/1/19,T2,Digital T2
T2,Digital Display,Maxima,Near Market,Digital Lifestyle,DIGITAL MEDIA,March,130125.00,3/1/19,T2,Digital T2
T2,Digital Display,Maxima,Near Market,Digital Lifestyle,DIGITAL MEDIA,November,119584.00,11/1/18,T2,Digital T2
T2,Digital Display,Maxima,Near Market,Digital Lifestyle,DIGITAL MEDIA,October,98878.00,10/1/18,T2,Digital T2
T2,Digital Display,Murano,In Market,Digital Lifestyle,DIGITAL MEDIA,December,203689.00,12/1/18,T2,Digital T2
T2,Digital Display,Murano,In Market,Digital Lifestyle,DIGITAL MEDIA,February,202557.00,2/1/19,T2,Digital T2
T2,Digital Display,Murano,In Market,Digital Lifestyle,DIGITAL MEDIA,January,164012.00,1/1/19,T2,Digital T2
T2,Digital Display,Murano,In Market,Digital Lifestyle,DIGITAL MEDIA,March,237048.00,3/1/19,T2,Digital T2
T2,Digital Display,Murano,In Market,Digital Lifestyle,DIGITAL MEDIA,November,196803.00,11/1/18,T2,Digital T2
T2,Digital Display,Murano,In Market,Digital Lifestyle,DIGITAL MEDIA,October,202799.00,10/1/18,T2,Digital T2
T2,Digital Display,Murano,Near Market,Digital Lifestyle,DIGITAL MEDIA,December,222384.00,12/1/18,T2,Digital T2
T2,Digital Display,Murano,Near Market,Digital Lifestyle,DIGITAL MEDIA,February,146980.00,2/1/19,T2,Digital T2
T2,Digital Display,Murano,Near Market,Digital Lifestyle,DIGITAL MEDIA,January,186114.00,1/1/19,T2,Digital T2
T2,Digital Display,Murano,Near Market,Digital Lifestyle,DIGITAL MEDIA,March,217683.00,3/1/19,T2,Digital T2
T2,Digital Display,Murano,Near Market,Digital Lifestyle,DIGITAL MEDIA,November,312721.00,11/1/18,T2,Digital T2
T2,Digital Display,Murano,Near Market,Digital Lifestyle,DIGITAL MEDIA,October,297568.00,10/1/18,T2,Digital T2
T2,Digital Display,Pathfinder,In Market,Digital Lifestyle,DIGITAL MEDIA,December,161770.00,12/1/18,T2,Digital T2
T2,Digital Display,Pathfinder,In Market,Digital Lifestyle,DIGITAL MEDIA,February,172932.00,2/1/19,T2,Digital T2
T2,Digital Display,Pathfinder,In Market,Digital Lifestyle,DIGITAL MEDIA,January,127737.00,1/1/19,T2,Digital T2
T2,Digital Display,Pathfinder,In Market,Digital Lifestyle,DIGITAL MEDIA,March,219171.00,3/1/19,T2,Digital T2
T2,Digital Display,Pathfinder,In Market,Digital Lifestyle,DIGITAL MEDIA,November,138453.00,11/1/18,T2,Digital T2
T2,Digital Display,Pathfinder,In Market,Digital Lifestyle,DIGITAL MEDIA,October,160573.00,10/1/18,T2,Digital T2
T2,Digital Display,Pathfinder,Near Market,Digital Lifestyle,DIGITAL MEDIA,December,128268.00,12/1/18,T2,Digital T2
T2,Digital Display,Pathfinder,Near Market,Digital Lifestyle,DIGITAL MEDIA,February,100137.00,2/1/19,T2,Digital T2
T2,Digital Display,Pathfinder,Near Market,Digital Lifestyle,DIGITAL MEDIA,January,123082.00,1/1/19,T2,Digital T2
T2,Digital Display,Pathfinder,Near Market,Digital Lifestyle,DIGITAL MEDIA,March,150113.00,3/1/19,T2,Digital T2
T2,Digital Display,Pathfinder,Near Market,Digital Lifestyle,DIGITAL MEDIA,November,136760.00,11/1/18,T2,Digital T2
T2,Digital Display,Pathfinder,Near Market,Digital Lifestyle,DIGITAL MEDIA,October,88712.00,10/1/18,T2,Digital T2
T2,Digital Display,Rogue,Future Market,Digital Lifestyle,DIGITAL MEDIA,December,504989.00,12/1/18,T2,Digital T2
T2,Digital Display,Rogue,Future Market,Digital Lifestyle,DIGITAL MEDIA,February,492082.00,2/1/19,T2,Digital T2
T2,Digital Display,Rogue,Future Market,Digital Lifestyle,DIGITAL MEDIA,January,490327.00,1/1/19,T2,Digital T2
T2,Digital Display,Rogue,Future Market,Digital Lifestyle,DIGITAL MEDIA,March,512003.00,3/1/19,T2,Digital T2
T2,Digital Display,Rogue,Future Market,Digital Lifestyle,DIGITAL MEDIA,November,490329.00,11/1/18,T2,Digital T2
T2,Digital Display,Rogue,Future Market,Digital Lifestyle,DIGITAL MEDIA,October,496222.00,10/1/18,T2,Digital T2
T2,Digital Display,Rogue,In Market,Digital Lifestyle,DIGITAL MEDIA,December,615391.00,12/1/18,T2,Digital T2
T2,Digital Display,Rogue,In Market,Digital Lifestyle,DIGITAL MEDIA,February,600064.00,2/1/19,T2,Digital T2
T2,Digital Display,Rogue,In Market,Digital Lifestyle,DIGITAL MEDIA,January,470398.00,1/1/19,T2,Digital T2
T2,Digital Display,Rogue,In Market,Digital Lifestyle,DIGITAL MEDIA,March,690364.00,3/1/19,T2,Digital T2
T2,Digital Display,Rogue,In Market,Digital Lifestyle,DIGITAL MEDIA,November,551231.00,11/1/18,T2,Digital T2
T2,Digital Display,Rogue,In Market,Digital Lifestyle,DIGITAL MEDIA,October,458523.00,10/1/18,T2,Digital T2
T2,Digital Display,Rogue,Near Market,Digital Lifestyle,DIGITAL MEDIA,December,750383.00,12/1/18,T2,Digital T2
T2,Digital Display,Rogue,Near Market,Digital Lifestyle,DIGITAL MEDIA,February,603753.00,2/1/19,T2,Digital T2
T2,Digital Display,Rogue,Near Market,Digital Lifestyle,DIGITAL MEDIA,January,584203.00,1/1/19,T2,Digital T2
T2,Digital Display,Rogue,Near Market,Digital Lifestyle,DIGITAL MEDIA,March,794112.00,3/1/19,T2,Digital T2
T2,Digital Display,Rogue,Near Market,Digital Lifestyle,DIGITAL MEDIA,November,716890.00,11/1/18,T2,Digital T2
T2,Digital Display,Rogue,Near Market,Digital Lifestyle,DIGITAL MEDIA,October,590194.00,10/1/18,T2,Digital T2
T2,Digital Display,Rogue Sport,In Market,Digital Lifestyle,DIGITAL MEDIA,December,249302.00,12/1/18,T2,Digital T2
T2,Digital Display,Rogue Sport,In Market,Digital Lifestyle,DIGITAL MEDIA,February,259944.00,2/1/19,T2,Digital T2
T2,Digital Display,Rogue Sport,In Market,Digital Lifestyle,DIGITAL MEDIA,January,207072.00,1/1/19,T2,Digital T2
T2,Digital Display,Rogue Sport,In Market,Digital Lifestyle,DIGITAL MEDIA,March,292498.00,3/1/19,T2,Digital T2
T2,Digital Display,Rogue Sport,In Market,Digital Lifestyle,DIGITAL MEDIA,November,203438.00,11/1/18,T2,Digital T2
T2,Digital Display,Rogue Sport,In Market,Digital Lifestyle,DIGITAL MEDIA,October,337289.00,10/1/18,T2,Digital T2
T2,Digital Display,Rogue Sport,Near Market,Digital Lifestyle,DIGITAL MEDIA,December,412463.00,12/1/18,T2,Digital T2
T2,Digital Display,Rogue Sport,Near Market,Digital Lifestyle,DIGITAL MEDIA,February,243436.00,2/1/19,T2,Digital T2
T2,Digital Display,Rogue Sport,Near Market,Digital Lifestyle,DIGITAL MEDIA,January,311598.00,1/1/19,T2,Digital T2
T2,Digital Display,Rogue Sport,Near Market,Digital Lifestyle,DIGITAL MEDIA,March,421098.00,3/1/19,T2,Digital T2
T2,Digital Display,Rogue Sport,Near Market,Digital Lifestyle,DIGITAL MEDIA,November,349450.00,11/1/18,T2,Digital T2
T2,Digital Display,Rogue Sport,Near Market,Digital Lifestyle,DIGITAL MEDIA,October,268834.00,10/1/18,T2,Digital T2
T2,Digital Display,Sentra,Future Market,Digital Lifestyle,DIGITAL MEDIA,December,1258.00,12/1/18,T2,Digital T2
T2,Digital Display,Sentra,Future Market,Digital Lifestyle,DIGITAL MEDIA,February,1258.00,2/1/19,T2,Digital T2
T2,Digital Display,Sentra,Future Market,Digital Lifestyle,DIGITAL MEDIA,January,1258.00,1/1/19,T2,Digital T2
T2,Digital Display,Sentra,Future Market,Digital Lifestyle,DIGITAL MEDIA,March,1258.00,3/1/19,T2,Digital T2
T2,Digital Display,Sentra,Future Market,Digital Lifestyle,DIGITAL MEDIA,November,1258.00,11/1/18,T2,Digital T2
T2,Digital Display,Sentra,Future Market,Digital Lifestyle,DIGITAL MEDIA,October,1258.00,10/1/18,T2,Digital T2
T2,Digital Display,Sentra,In Market,Digital Lifestyle,DIGITAL MEDIA,December,328203.00,12/1/18,T2,Digital T2
T2,Digital Display,Sentra,In Market,Digital Lifestyle,DIGITAL MEDIA,February,334029.00,2/1/19,T2,Digital T2
T2,Digital Display,Sentra,In Market,Digital Lifestyle,DIGITAL MEDIA,January,266602.00,1/1/19,T2,Digital T2
T2,Digital Display,Sentra,In Market,Digital Lifestyle,DIGITAL MEDIA,March,378844.00,3/1/19,T2,Digital T2
T2,Digital Display,Sentra,In Market,Digital Lifestyle,DIGITAL MEDIA,November,296318.00,11/1/18,T2,Digital T2
T2,Digital Display,Sentra,In Market,Digital Lifestyle,DIGITAL MEDIA,October,334488.00,10/1/18,T2,Digital T2
T2,Digital Display,Sentra,Near Market,Digital Lifestyle,DIGITAL MEDIA,December,395972.00,12/1/18,T2,Digital T2
T2,Digital Display,Sentra,Near Market,Digital Lifestyle,DIGITAL MEDIA,February,268628.00,2/1/19,T2,Digital T2
T2,Digital Display,Sentra,Near Market,Digital Lifestyle,DIGITAL MEDIA,January,317922.00,1/1/19,T2,Digital T2
T2,Digital Display,Sentra,Near Market,Digital Lifestyle,DIGITAL MEDIA,March,416456.00,3/1/19,T2,Digital T2
T2,Digital Display,Sentra,Near Market,Digital Lifestyle,DIGITAL MEDIA,November,346350.00,11/1/18,T2,Digital T2
T2,Digital Display,Sentra,Near Market,Digital Lifestyle,DIGITAL MEDIA,October,261279.00,10/1/18,T2,Digital T2
T2,Digital Display,Titan,Future Market,Digital Lifestyle,DIGITAL MEDIA,December,10994.00,12/1/18,T2,Digital T2
T2,Digital Display,Titan,Future Market,Digital Lifestyle,DIGITAL MEDIA,February,1258.00,2/1/19,T2,Digital T2
T2,Digital Display,Titan,Future Market,Digital Lifestyle,DIGITAL MEDIA,January,1258.00,1/1/19,T2,Digital T2
T2,Digital Display,Titan,Future Market,Digital Lifestyle,DIGITAL MEDIA,March,1258.00,3/1/19,T2,Digital T2
T2,Digital Display,Titan,Future Market,Digital Lifestyle,DIGITAL MEDIA,November,17385.00,11/1/18,T2,Digital T2
T2,Digital Display,Titan,Future Market,Digital Lifestyle,DIGITAL MEDIA,October,16965.00,10/1/18,T2,Digital T2
T2,Digital Display,Titan,In Market,Digital Lifestyle,DIGITAL MEDIA,December,553384.00,12/1/18,T2,Digital T2
T2,Digital Display,Titan,In Market,Digital Lifestyle,DIGITAL MEDIA,February,411519.00,2/1/19,T2,Digital T2
T2,Digital Display,Titan,In Market,Digital Lifestyle,DIGITAL MEDIA,January,345076.00,1/1/19,T2,Digital T2
T2,Digital Display,Titan,In Market,Digital Lifestyle,DIGITAL MEDIA,March,453606.00,3/1/19,T2,Digital T2
T2,Digital Display,Titan,In Market,Digital Lifestyle,DIGITAL MEDIA,November,381135.00,11/1/18,T2,Digital T2
T2,Digital Display,Titan,In Market,Digital Lifestyle,DIGITAL MEDIA,October,661313.00,10/1/18,T2,Digital T2
T2,Digital Display,Titan,Near Market,Digital Lifestyle,DIGITAL MEDIA,December,563120.00,12/1/18,T2,Digital T2
T2,Digital Display,Titan,Near Market,Digital Lifestyle,DIGITAL MEDIA,February,662839.00,2/1/19,T2,Digital T2
T2,Digital Display,Titan,Near Market,Digital Lifestyle,DIGITAL MEDIA,January,582058.00,1/1/19,T2,Digital T2
T2,Digital Display,Titan,Near Market,Digital Lifestyle,DIGITAL MEDIA,March,853625.00,3/1/19,T2,Digital T2
T2,Digital Display,Titan,Near Market,Digital Lifestyle,DIGITAL MEDIA,November,539033.00,11/1/18,T2,Digital T2
T2,Digital Display,Titan,Near Market,Digital Lifestyle,DIGITAL MEDIA,October,598054.00,10/1/18,T2,Digital T2
T2,Digital Display,Versa,In Market,Digital Lifestyle,DIGITAL MEDIA,December,81017.00,12/1/18,T2,Digital T2
T2,Digital Display,Versa,In Market,Digital Lifestyle,DIGITAL MEDIA,February,85801.00,2/1/19,T2,Digital T2
T2,Digital Display,Versa,In Market,Digital Lifestyle,DIGITAL MEDIA,January,67630.00,1/1/19,T2,Digital T2
T2,Digital Display,Versa,In Market,Digital Lifestyle,DIGITAL MEDIA,March,104601.00,3/1/19,T2,Digital T2
T2,Digital Display,Versa,In Market,Digital Lifestyle,DIGITAL MEDIA,November,86882.00,11/1/18,T2,Digital T2
T2,Digital Display,Versa,In Market,Digital Lifestyle,DIGITAL MEDIA,October,171129.00,10/1/18,T2,Digital T2
T2,Digital Display,Versa,Near Market,Digital Lifestyle,DIGITAL MEDIA,December,98330.00,12/1/18,T2,Digital T2
T2,Digital Display,Versa,Near Market,Digital Lifestyle,DIGITAL MEDIA,February,84637.00,2/1/19,T2,Digital T2
T2,Digital Display,Versa,Near Market,Digital Lifestyle,DIGITAL MEDIA,January,90929.00,1/1/19,T2,Digital T2
T2,Digital Display,Versa,Near Market,Digital Lifestyle,DIGITAL MEDIA,March,122906.00,3/1/19,T2,Digital T2
T2,Digital Display,Versa,Near Market,Digital Lifestyle,DIGITAL MEDIA,November,98717.00,11/1/18,T2,Digital T2
T2,Digital Display,Versa,Near Market,Digital Lifestyle,DIGITAL MEDIA,October,82363.00,10/1/18,T2,Digital T2
T2,Digital Display,Versa,In Market,Digital Lifestyle,DIGITAL MEDIA,December,118148.00,12/1/18,T2,Digital T2
T2,Digital Display,Versa,In Market,Digital Lifestyle,DIGITAL MEDIA,February,125926.00,2/1/19,T2,Digital T2
T2,Digital Display,Versa,In Market,Digital Lifestyle,DIGITAL MEDIA,January,94381.00,1/1/19,T2,Digital T2
T2,Digital Display,Versa,In Market,Digital Lifestyle,DIGITAL MEDIA,March,145646.00,3/1/19,T2,Digital T2
T2,Digital Display,Versa,In Market,Digital Lifestyle,DIGITAL MEDIA,November,113018.00,11/1/18,T2,Digital T2
T2,Digital Display,Versa,In Market,Digital Lifestyle,DIGITAL MEDIA,October,129873.00,10/1/18,T2,Digital T2
T2,Digital Display,Versa,Near Market,Digital Lifestyle,DIGITAL MEDIA,December,108130.00,12/1/18,T2,Digital T2
T2,Digital Display,Versa,Near Market,Digital Lifestyle,DIGITAL MEDIA,February,82739.00,2/1/19,T2,Digital T2
T2,Digital Display,Versa,Near Market,Digital Lifestyle,DIGITAL MEDIA,January,104303.00,1/1/19,T2,Digital T2
T2,Digital Display,Versa,Near Market,Digital Lifestyle,DIGITAL MEDIA,March,124943.00,3/1/19,T2,Digital T2
T2,Digital Display,Versa,Near Market,Digital Lifestyle,DIGITAL MEDIA,November,110862.00,11/1/18,T2,Digital T2
T2,Digital Display,Versa,Near Market,Digital Lifestyle,DIGITAL MEDIA,October,86088.00,10/1/18,T2,Digital T2
T2,Direct Mail,Altima,In Market,Gen. Mkt. Misc. Media,OTHER,December,362080.00,12/1/18,T2,Other
T2,Direct Mail,Altima,In Market,Gen. Mkt. Misc. Media,OTHER,November,214734.00,11/1/18,T2,Other
T2,Direct Mail,Altima,In Market,Gen. Mkt. Misc. Media,OTHER,October,249473.00,10/1/18,T2,Other
T2,Direct Mail,Altima,Near Market,Gen. Mkt. Misc. Media,OTHER,February,131631.00,2/1/19,T2,Other
T2,Direct Mail,Altima,Near Market,Gen. Mkt. Misc. Media,OTHER,January,139405.00,1/1/19,T2,Other
T2,Direct Mail,Altima,Near Market,Gen. Mkt. Misc. Media,OTHER,March,255021.00,3/1/19,T2,Other
T2,Direct Mail,Kicks,In Market,Gen. Mkt. Misc. Media,OTHER,December,449.00,12/1/18,T2,Other
T2,Direct Mail,Kicks,In Market,Gen. Mkt. Misc. Media,OTHER,November,449.00,11/1/18,T2,Other
T2,Direct Mail,Kicks,In Market,Gen. Mkt. Misc. Media,OTHER,October,449.00,10/1/18,T2,Other
T2,Direct Mail,Maxima,In Market,Gen. Mkt. Misc. Media,OTHER,December,1527.00,12/1/18,T2,Other
T2,Direct Mail,Maxima,In Market,Gen. Mkt. Misc. Media,OTHER,November,1540.00,11/1/18,T2,Other
T2,Direct Mail,Maxima,In Market,Gen. Mkt. Misc. Media,OTHER,October,467.00,10/1/18,T2,Other
T2,Direct Mail,Maxima,Near Market,Gen. Mkt. Misc. Media,OTHER,February,903.00,2/1/19,T2,Other
T2,Direct Mail,Maxima,Near Market,Gen. Mkt. Misc. Media,OTHER,January,158.00,1/1/19,T2,Other
T2,Direct Mail,Maxima,Near Market,Gen. Mkt. Misc. Media,OTHER,March,903.00,3/1/19,T2,Other
T2,Direct Mail,Murano,In Market,Gen. Mkt. Misc. Media,OTHER,December,1527.00,12/1/18,T2,Other
T2,Direct Mail,Murano,In Market,Gen. Mkt. Misc. Media,OTHER,November,1540.00,11/1/18,T2,Other
T2,Direct Mail,Murano,In Market,Gen. Mkt. Misc. Media,OTHER,October,467.00,10/1/18,T2,Other
T2,Direct Mail,Murano,Near Market,Gen. Mkt. Misc. Media,OTHER,February,903.00,2/1/19,T2,Other
T2,Direct Mail,Murano,Near Market,Gen. Mkt. Misc. Media,OTHER,January,158.00,1/1/19,T2,Other
T2,Direct Mail,Murano,Near Market,Gen. Mkt. Misc. Media,OTHER,March,903.00,3/1/19,T2,Other
T2,Direct Mail,Pathfinder,In Market,Gen. Mkt. Misc. Media,OTHER,December,1527.00,12/1/18,T2,Other
T2,Direct Mail,Pathfinder,In Market,Gen. Mkt. Misc. Media,OTHER,November,1540.00,11/1/18,T2,Other
T2,Direct Mail,Pathfinder,In Market,Gen. Mkt. Misc. Media,OTHER,October,467.00,10/1/18,T2,Other
T2,Direct Mail,Pathfinder,Near Market,Gen. Mkt. Misc. Media,OTHER,February,903.00,2/1/19,T2,Other
T2,Direct Mail,Pathfinder,Near Market,Gen. Mkt. Misc. Media,OTHER,January,158.00,1/1/19,T2,Other
T2,Direct Mail,Pathfinder,Near Market,Gen. Mkt. Misc. Media,OTHER,March,903.00,3/1/19,T2,Other
T2,Direct Mail,Rogue,In Market,Gen. Mkt. Misc. Media,OTHER,December,1773061.00,12/1/18,T2,Other
T2,Direct Mail,Rogue,In Market,Gen. Mkt. Misc. Media,OTHER,November,567331.00,11/1/18,T2,Other
T2,Direct Mail,Rogue,In Market,Gen. Mkt. Misc. Media,OTHER,October,672961.00,10/1/18,T2,Other
T2,Direct Mail,Rogue,Near Market,Gen. Mkt. Misc. Media,OTHER,February,915318.00,2/1/19,T2,Other
T2,Direct Mail,Rogue,Near Market,Gen. Mkt. Misc. Media,OTHER,January,432586.00,1/1/19,T2,Other
T2,Direct Mail,Rogue,Near Market,Gen. Mkt. Misc. Media,OTHER,March,1169300.00,3/1/19,T2,Other
T2,Direct Mail,Rogue Sport,In Market,Gen. Mkt. Misc. Media,OTHER,December,255180.00,12/1/18,T2,Other
T2,Direct Mail,Rogue Sport,In Market,Gen. Mkt. Misc. Media,OTHER,November,98917.00,11/1/18,T2,Other
T2,Direct Mail,Rogue Sport,In Market,Gen. Mkt. Misc. Media,OTHER,October,109039.00,10/1/18,T2,Other
T2,Direct Mail,Rogue Sport,Near Market,Gen. Mkt. Misc. Media,OTHER,February,115154.00,2/1/19,T2,Other
T2,Direct Mail,Rogue Sport,Near Market,Gen. Mkt. Misc. Media,OTHER,January,71235.00,1/1/19,T2,Other
T2,Direct Mail,Rogue Sport,Near Market,Gen. Mkt. Misc. Media,OTHER,March,171152.00,3/1/19,T2,Other
T2,Direct Mail,Sentra,In Market,Gen. Mkt. Misc. Media,OTHER,December,373420.00,12/1/18,T2,Other
T2,Direct Mail,Sentra,In Market,Gen. Mkt. Misc. Media,OTHER,November,119632.00,11/1/18,T2,Other
T2,Direct Mail,Sentra,In Market,Gen. Mkt. Misc. Media,OTHER,October,165563.00,10/1/18,T2,Other
T2,Direct Mail,Sentra,Near Market,Gen. Mkt. Misc. Media,OTHER,February,125263.00,2/1/19,T2,Other
T2,Direct Mail,Sentra,Near Market,Gen. Mkt. Misc. Media,OTHER,January,96273.00,1/1/19,T2,Other
T2,Direct Mail,Sentra,Near Market,Gen. Mkt. Misc. Media,OTHER,March,279422.00,3/1/19,T2,Other
T2,Direct Mail,Titan,In Market,Gen. Mkt. Misc. Media,OTHER,December,310087.00,12/1/18,T2,Other
T2,Direct Mail,Titan,In Market,Gen. Mkt. Misc. Media,OTHER,November,111702.00,11/1/18,T2,Other
T2,Direct Mail,Titan,In Market,Gen. Mkt. Misc. Media,OTHER,October,155732.00,10/1/18,T2,Other
T2,Direct Mail,Titan,Near Market,Gen. Mkt. Misc. Media,OTHER,February,83327.00,2/1/19,T2,Other
T2,Direct Mail,Titan,Near Market,Gen. Mkt. Misc. Media,OTHER,January,85972.00,1/1/19,T2,Other
T2,Direct Mail,Titan,Near Market,Gen. Mkt. Misc. Media,OTHER,March,216531.00,3/1/19,T2,Other
T2,Direct Mail,Versa,In Market,Gen. Mkt. Misc. Media,OTHER,December,79173.00,12/1/18,T2,Other
T2,Direct Mail,Versa,In Market,Gen. Mkt. Misc. Media,OTHER,November,79173.00,11/1/18,T2,Other
T2,Direct Mail,Versa,In Market,Gen. Mkt. Misc. Media,OTHER,October,79173.00,10/1/18,T2,Other
T2,Direct Mail,Versa,Near Market,Gen. Mkt. Misc. Media,OTHER,February,25842.00,2/1/19,T2,Other
T2,Direct Mail,Versa,Near Market,Gen. Mkt. Misc. Media,OTHER,January,26425.00,1/1/19,T2,Other
T2,Direct Mail,Versa,Near Market,Gen. Mkt. Misc. Media,OTHER,March,25842.00,3/1/19,T2,Other
T2,Online Video,Altima,Future Market,Digital Lifestyle,DIGITAL MEDIA,December,1253033.00,12/1/18,T2,Digital T2
T2,Online Video,Altima,Future Market,Digital Lifestyle,DIGITAL MEDIA,February,1588649.00,2/1/19,T2,Digital T2
T2,Online Video,Altima,Future Market,Digital Lifestyle,DIGITAL MEDIA,January,1344022.00,1/1/19,T2,Digital T2
T2,Online Video,Altima,Future Market,Digital Lifestyle,DIGITAL MEDIA,March,1047587.00,3/1/19,T2,Digital T2
T2,Online Video,Altima,Future Market,Digital Lifestyle,DIGITAL MEDIA,November,792406.00,11/1/18,T2,Digital T2
T2,Online Video,Altima,Future Market,Digital Lifestyle,DIGITAL MEDIA,October,237975.00,10/1/18,T2,Digital T2
T2,Online Video,Armada,Future Market,Digital Lifestyle,DIGITAL MEDIA,February,995.00,2/1/19,T2,Digital T2
T2,Online Video,Armada,Future Market,Digital Lifestyle,DIGITAL MEDIA,January,2985.00,1/1/19,T2,Digital T2
T2,Online Video,Armada,Future Market,Digital Lifestyle,DIGITAL MEDIA,November,16.00,11/1/18,T2,Digital T2
T2,Online Video,Armada,Future Market,Digital Lifestyle,DIGITAL MEDIA,October,47.00,10/1/18,T2,Digital T2
T2,Online Video,Frontier,Future Market,Digital Lifestyle,DIGITAL MEDIA,March,1686.00,3/1/19,T2,Digital T2
T2,Online Video,Frontier,Future Market,Digital Lifestyle,DIGITAL MEDIA,November,27.00,11/1/18,T2,Digital T2
T2,Online Video,Frontier,Future Market,Digital Lifestyle,DIGITAL MEDIA,October,82.00,10/1/18,T2,Digital T2
T2,Online Video,Kicks,Future Market,Digital Lifestyle,DIGITAL MEDIA,February,137001.00,2/1/19,T2,Digital T2
T2,Online Video,Kicks,Future Market,Digital Lifestyle,DIGITAL MEDIA,January,15907.00,1/1/19,T2,Digital T2
T2,Online Video,Kicks,Future Market,Digital Lifestyle,DIGITAL MEDIA,March,15210.00,3/1/19,T2,Digital T2
T2,Online Video,Kicks,Future Market,Digital Lifestyle,DIGITAL MEDIA,November,58881.00,11/1/18,T2,Digital T2
T2,Online Video,Kicks,Future Market,Digital Lifestyle,DIGITAL MEDIA,October,425898.00,10/1/18,T2,Digital T2
T2,Online Video,LEAF,Future Market,Digital Lifestyle,DIGITAL MEDIA,December,3849.00,12/1/18,T2,Digital T2
T2,Online Video,LEAF,Future Market,Digital Lifestyle,DIGITAL MEDIA,February,5522.00,2/1/19,T2,Digital T2
T2,Online Video,LEAF,Future Market,Digital Lifestyle,DIGITAL MEDIA,January,4825.00,1/1/19,T2,Digital T2
T2,Online Video,LEAF,Future Market,Digital Lifestyle,DIGITAL MEDIA,March,1475.00,3/1/19,T2,Digital T2
T2,Online Video,LEAF,Future Market,Digital Lifestyle,DIGITAL MEDIA,November,4266.00,11/1/18,T2,Digital T2
T2,Online Video,LEAF,Future Market,Digital Lifestyle,DIGITAL MEDIA,October,2735.00,10/1/18,T2,Digital T2
T2,Online Video,Maxima,Future Market,Digital Lifestyle,DIGITAL MEDIA,November,21.00,11/1/18,T2,Digital T2
T2,Online Video,Maxima,Future Market,Digital Lifestyle,DIGITAL MEDIA,October,62.00,10/1/18,T2,Digital T2
T2,Online Video,Murano,Future Market,Digital Lifestyle,DIGITAL MEDIA,March,33751.00,3/1/19,T2,Digital T2
T2,Online Video,Murano,Future Market,Digital Lifestyle,DIGITAL MEDIA,November,38.00,11/1/18,T2,Digital T2
T2,Online Video,Murano,Future Market,Digital Lifestyle,DIGITAL MEDIA,October,113.00,10/1/18,T2,Digital T2
T2,Online Video,Pathfinder,Future Market,Digital Lifestyle,DIGITAL MEDIA,November,13.00,11/1/18,T2,Digital T2
T2,Online Video,Pathfinder,Future Market,Digital Lifestyle,DIGITAL MEDIA,October,38.00,10/1/18,T2,Digital T2
T2,Online Video,Rogue,Future Market,Digital Lifestyle,DIGITAL MEDIA,December,770039.00,12/1/18,T2,Digital T2
